sample super_pop pop admixture value
NA11930 EUR CEU AFR 0.005856
NA11930 EUR CEU EUR 0.911607
NA11930 EUR CEU SAS 0.074021
NA11931 EUR CEU EAS 0.004192
NA11931 EUR CEU AMR 1e-05
NA11931 EUR CEU AFR 0.006517
NA11931 EUR CEU EUR 0.989271
NA11931 EUR CEU SAS 1e-05
NA11932 EUR CEU EAS 1e-05
NA11932 EUR CEU AMR 1e-05
NA11932 EUR CEU AFR 1e-05
NA11932 EUR CEU EUR 0.933873
NA11932 EUR CEU SAS 0.066097
NA11933 EUR CEU EAS 0.024076
NA11933 EUR CEU AMR 1e-05
NA11933 EUR CEU AFR 0.006185
NA11933 EUR CEU EUR 0.881929
NA11933 EUR CEU SAS 0.0878
NA11992 EUR CEU EAS 0.000289
NA11992 EUR CEU AMR 0.028783
NA11992 EUR CEU AFR 1e-05
NA11992 EUR CEU EUR 0.970908
NA11992 EUR CEU SAS 1e-05
NA11994 EUR CEU EAS 0.004169
NA11994 EUR CEU AMR 0.023208
NA11994 EUR CEU AFR 1e-05
NA11994 EUR CEU EUR 0.927681
NA11994 EUR CEU SAS 0.044931
NA11995 EUR CEU EAS 1e-05
NA11995 EUR CEU AMR 1e-05
NA11995 EUR CEU AFR 1e-05
NA11995 EUR CEU EUR 0.985471
NA11995 EUR CEU SAS 0.014499
NA12003 EUR CEU EAS 0.022071
NA12003 EUR CEU AMR 0.0125
NA12003 EUR CEU AFR 1e-05
NA12003 EUR CEU EUR 0.965408
NA12003 EUR CEU SAS 1e-05
NA12004 EUR CEU EAS 0.001009
NA12004 EUR CEU AMR 1e-05
NA12004 EUR CEU AFR 1e-05
NA12004 EUR CEU EUR 0.948843
NA12004 EUR CEU SAS 0.050128
NA12005 EUR CEU EAS 0.028767
NA12005 EUR CEU AMR 0.003546
NA12005 EUR CEU AFR 1e-05
NA12005 EUR CEU EUR 0.966863
NA12005 EUR CEU SAS 0.000815
NA12006 EUR CEU EAS 1e-05
NA12006 EUR CEU AMR 0.016431
NA12006 EUR CEU AFR 1e-05
NA12006 EUR CEU EUR 0.950286
NA12006 EUR CEU SAS 0.033263
NA12043 EUR CEU EAS 1e-05
NA12043 EUR CEU AMR 0.006414
NA12043 EUR CEU AFR 1e-05
NA12043 EUR CEU EUR 0.941235
NA12043 EUR CEU SAS 0.052331
NA12044 EUR CEU EAS 1e-05
NA12044 EUR CEU AMR 1e-05
NA12044 EUR CEU AFR 1e-05
NA12044 EUR CEU EUR 0.988115
NA12044 EUR CEU SAS 0.011855
NA12045 EUR CEU EAS 1e-05
NA12045 EUR CEU AMR 0.006139
NA12045 EUR CEU AFR 1e-05
NA12045 EUR CEU EUR 0.950371
NA12045 EUR CEU SAS 0.04347
NA12046 EUR CEU EAS 0.00917
NA12046 EUR CEU AMR 1e-05
NA12046 EUR CEU AFR 1e-05
NA12046 EUR CEU EUR 0.861129
NA12046 EUR CEU SAS 0.129681
NA12058 EUR CEU EAS 1e-05
NA12058 EUR CEU AMR 0.015286
NA12058 EUR CEU AFR 0.001978
NA12058 EUR CEU EUR 0.982716
NA12058 EUR CEU SAS 1e-05
NA12144 EUR CEU EAS 1e-05
NA12144 EUR CEU AMR 0.024693
NA12144 EUR CEU AFR 1e-05
NA12144 EUR CEU EUR 0.93647
NA12144 EUR CEU SAS 0.038817
NA12154 EUR CEU EAS 0.016189
NA12154 EUR CEU AMR 1e-05
NA12154 EUR CEU AFR 1e-05
NA12154 EUR CEU EUR 0.983781
NA12154 EUR CEU SAS 1e-05
NA12155 EUR CEU EAS 1e-05
NA12155 EUR CEU AMR 1e-05
NA12155 EUR CEU AFR 1e-05
NA12155 EUR CEU EUR 0.986493
NA12155 EUR CEU SAS 0.013477
NA12156 EUR CEU EAS 1e-05
NA12156 EUR CEU AMR 0.021587
NA12156 EUR CEU AFR 1e-05
NA12156 EUR CEU EUR 0.921668
NA12156 EUR CEU SAS 0.056725
NA12234 EUR CEU EAS 1e-05
NA12234 EUR CEU AMR 1e-05
NA12234 EUR CEU AFR 1e-05
NA12234 EUR CEU EUR 0.92591
NA12234 EUR CEU SAS 0.07406
NA12249 EUR CEU EAS 1e-05
NA12249 EUR CEU AMR 0.025906
NA12249 EUR CEU AFR 0.002459
NA12249 EUR CEU EUR 0.925017
NA12249 EUR CEU SAS 0.046608
NA12272 EUR CEU EAS 1e-05
NA12272 EUR CEU AMR 1e-05
NA12272 EUR CEU AFR 0.004481
NA12272 EUR CEU EUR 0.90687
NA12272 EUR CEU SAS 0.088629
NA12273 EUR CEU EAS 1e-05
NA12273 EUR CEU AMR 0.02135
NA12273 EUR CEU AFR 1e-05
NA12273 EUR CEU EUR 0.94511
NA12273 EUR CEU SAS 0.03352
NA12275 EUR CEU EAS 0.016498
NA12275 EUR CEU AMR 0.002109
NA12275 EUR CEU AFR 1e-05
NA12275 EUR CEU EUR 0.979965
NA12275 EUR CEU SAS 0.001418
NA12282 EUR CEU EAS 0.000825
NA12282 EUR CEU AMR 0.017548
NA12282 EUR CEU AFR 0.002743
NA12282 EUR CEU EUR 0.949596
NA12282 EUR CEU SAS 0.029289
NA12283 EUR CEU EAS 1e-05
NA12283 EUR CEU AMR 1e-05
NA12283 EUR CEU AFR 0.006196
NA12283 EUR CEU EUR 0.935186
NA12283 EUR CEU SAS 0.058599
NA12286 EUR CEU EAS 1e-05
NA12286 EUR CEU AMR 0.013251
NA12286 EUR CEU AFR 1e-05
NA12286 EUR CEU EUR 0.89232
NA12286 EUR CEU SAS 0.094409
NA12287 EUR CEU EAS 1e-05
NA12287 EUR CEU AMR 0.011308
NA12287 EUR CEU AFR 1e-05
NA12287 EUR CEU EUR 0.932485
NA12287 EUR CEU SAS 0.056187
NA12340 EUR CEU EAS 1e-05
NA12340 EUR CEU AMR 0.006566
NA12340 EUR CEU AFR 0.003577
NA12340 EUR CEU EUR 0.967124
NA12340 EUR CEU SAS 0.022724
NA12341 EUR CEU EAS 0.004562
NA12341 EUR CEU AMR 0.000231
NA12341 EUR CEU AFR 0.004465
NA12341 EUR CEU EUR 0.968145
NA12341 EUR CEU SAS 0.022598
NA12342 EUR CEU EAS 0.0016
NA12342 EUR CEU AMR 0.005126
NA12342 EUR CEU AFR 1e-05
NA12342 EUR CEU EUR 0.978542
NA12342 EUR CEU SAS 0.014722
NA12347 EUR CEU EAS 1e-05
NA12347 EUR CEU AMR 0.024675
NA12347 EUR CEU AFR 1e-05
NA12347 EUR CEU EUR 0.931653
NA12347 EUR CEU SAS 0.043652
NA12348 EUR CEU EAS 1e-05
NA12348 EUR CEU AMR 0.024606
NA12348 EUR CEU AFR 0.001128
NA12348 EUR CEU EUR 0.924246
NA12348 EUR CEU SAS 0.05001
NA12383 EUR CEU EAS 0.001194
NA12383 EUR CEU AMR 1e-05
NA12383 EUR CEU AFR 1e-05
NA12383 EUR CEU EUR 0.966434
NA12383 EUR CEU SAS 0.032352
NA12399 EUR CEU EAS 1e-05
NA12399 EUR CEU AMR 0.018109
NA12399 EUR CEU AFR 1e-05
NA12399 EUR CEU EUR 0.901221
NA12399 EUR CEU SAS 0.08065
NA12400 EUR CEU EAS 0.022228
NA12400 EUR CEU AMR 1e-05
NA12400 EUR CEU AFR 1e-05
NA12400 EUR CEU EUR 0.955003
NA12400 EUR CEU SAS 0.022749
NA12413 EUR CEU EAS 0.006138
NA12413 EUR CEU AMR 0.008593
NA12413 EUR CEU AFR 0.008025
NA12413 EUR CEU EUR 0.977235
NA12413 EUR CEU SAS 1e-05
NA12414 EUR CEU EAS 1e-05
NA12414 EUR CEU AMR 0.034464
NA12414 EUR CEU AFR 1e-05
NA12414 EUR CEU EUR 0.900459
NA12414 EUR CEU SAS 0.065057
NA12489 EUR CEU EAS 1e-05
NA12489 EUR CEU AMR 1e-05
NA12489 EUR CEU AFR 1e-05
NA12489 EUR CEU EUR 0.966318
NA12489 EUR CEU SAS 0.033652
NA12546 EUR CEU EAS 1e-05
NA12546 EUR CEU AMR 1e-05
NA12546 EUR CEU AFR 1e-05
NA12546 EUR CEU EUR 0.877479
NA12546 EUR CEU SAS 0.122491
NA12716 EUR CEU EAS 0.000952
NA12716 EUR CEU AMR 0.008735
NA12716 EUR CEU AFR 0.00425
NA12716 EUR CEU EUR 0.977885
NA12716 EUR CEU SAS 0.008178
NA12717 EUR CEU EAS 0.008218
NA12717 EUR CEU AMR 1e-05
NA12717 EUR CEU AFR 1e-05
NA12717 EUR CEU EUR 0.949674
NA12717 EUR CEU SAS 0.042088
NA12718 EUR CEU EAS 0.011391
NA12718 EUR CEU AMR 0.005203
NA12718 EUR CEU AFR 1e-05
NA12718 EUR CEU EUR 0.930273
NA12718 EUR CEU SAS 0.053123
NA12748 EUR CEU EAS 0.017279
NA12748 EUR CEU AMR 0.008988
NA12748 EUR CEU AFR 1e-05
NA12748 EUR CEU EUR 0.954205
NA12748 EUR CEU SAS 0.019519
NA12749 EUR CEU EAS 1e-05
NA12749 EUR CEU AMR 0.007627
NA12749 EUR CEU AFR 1e-05
NA12749 EUR CEU EUR 0.932383
NA12749 EUR CEU SAS 0.05997
NA12750 EUR CEU EAS 0.018545
NA12750 EUR CEU AMR 1e-05
NA12750 EUR CEU AFR 1e-05
NA12750 EUR CEU EUR 0.945385
NA12750 EUR CEU SAS 0.03605
NA12751 EUR CEU EAS 1e-05
NA12751 EUR CEU AMR 1.2e-05
NA12751 EUR CEU AFR 1e-05
NA12751 EUR CEU EUR 0.999958
NA12751 EUR CEU SAS 1e-05
NA12760 EUR CEU EAS 1e-05
NA12760 EUR CEU AMR 1e-05
NA12760 EUR CEU AFR 0.002959
NA12760 EUR CEU EUR 0.890185
NA12760 EUR CEU SAS 0.106836
NA12761 EUR CEU EAS 5.7e-05
NA12761 EUR CEU AMR 1e-05
NA12761 EUR CEU AFR 0.001798
NA12761 EUR CEU EUR 0.998125
NA12761 EUR CEU SAS 1e-05
NA12762 EUR CEU EAS 0.007398
NA12762 EUR CEU AMR 0.02567
NA12762 EUR CEU AFR 1e-05
NA12762 EUR CEU EUR 0.949558
NA12762 EUR CEU SAS 0.017364
NA12763 EUR CEU EAS 0.01246
NA12763 EUR CEU AMR 0.00462
NA12763 EUR CEU AFR 1e-05
NA12763 EUR CEU EUR 0.959492
NA12763 EUR CEU SAS 0.023419
NA12775 EUR CEU EAS 0.008081
NA12775 EUR CEU AMR 0.021684
NA12775 EUR CEU AFR 1e-05
NA12775 EUR CEU EUR 0.970215
NA12775 EUR CEU SAS 1e-05
NA12776 EUR CEU EAS 0.015503
NA12776 EUR CEU AMR 0.034169
NA12776 EUR CEU AFR 0.000467
NA12776 EUR CEU EUR 0.92413
NA12776 EUR CEU SAS 0.025731
NA12777 EUR CEU EAS 1e-05
NA12777 EUR CEU AMR 1e-05
NA12777 EUR CEU AFR 1e-05
NA12777 EUR CEU EUR 0.982472
NA12777 EUR CEU SAS 0.017498
NA12778 EUR CEU EAS 0.004794
NA12778 EUR CEU AMR 0.017665
NA12778 EUR CEU AFR 1e-05
NA12778 EUR CEU EUR 0.977521
NA12778 EUR CEU SAS 1e-05
NA12812 EUR CEU EAS 0.00273
NA12812 EUR CEU AMR 1e-05
NA12812 EUR CEU AFR 1e-05
NA12812 EUR CEU EUR 0.954701
NA12812 EUR CEU SAS 0.042549
NA12813 EUR CEU EAS 1e-05
NA12813 EUR CEU AMR 0.003477
NA12813 EUR CEU AFR 1e-05
NA12813 EUR CEU EUR 0.916923
NA12813 EUR CEU SAS 0.07958
NA12814 EUR CEU EAS 1e-05
NA12814 EUR CEU AMR 0.003114
NA12814 EUR CEU AFR 1e-05
NA12814 EUR CEU EUR 0.996856
NA12814 EUR CEU SAS 1e-05
NA12815 EUR CEU EAS 0.004131
NA12815 EUR CEU AMR 1e-05
NA12815 EUR CEU AFR 1e-05
NA12815 EUR CEU EUR 0.989287
NA12815 EUR CEU SAS 0.006562
NA12827 EUR CEU EAS 1e-05
NA12827 EUR CEU AMR 0.014217
NA12827 EUR CEU AFR 1e-05
NA12827 EUR CEU EUR 0.944359
NA12827 EUR CEU SAS 0.041404
NA12828 EUR CEU EAS 1e-05
NA12828 EUR CEU AMR 0.011357
NA12828 EUR CEU AFR 1e-05
NA12828 EUR CEU EUR 0.926646
NA12828 EUR CEU SAS 0.061978
NA12829 EUR CEU EAS 1e-05
NA12829 EUR CEU AMR 0.017063
NA12829 EUR CEU AFR 1e-05
NA12829 EUR CEU EUR 0.939204
NA12829 EUR CEU SAS 0.043713
NA12830 EUR CEU EAS 1e-05
NA12830 EUR CEU AMR 0.023412
NA12830 EUR CEU AFR 1e-05
NA12830 EUR CEU EUR 0.94689
NA12830 EUR CEU SAS 0.029677
NA12842 EUR CEU EAS 1e-05
NA12842 EUR CEU AMR 1e-05
NA12842 EUR CEU AFR 1e-05
NA12842 EUR CEU EUR 0.974939
NA12842 EUR CEU SAS 0.025031
NA12843 EUR CEU EAS 0.022872
NA12843 EUR CEU AMR 1e-05
NA12843 EUR CEU AFR 1e-05
NA12843 EUR CEU EUR 0.973464
NA12843 EUR CEU SAS 0.003643
NA12872 EUR CEU EAS 1e-05
NA12872 EUR CEU AMR 0.005423
NA12872 EUR CEU AFR 0.005084
NA12872 EUR CEU EUR 0.969945
NA12872 EUR CEU SAS 0.019537
NA12873 EUR CEU EAS 1e-05
NA12873 EUR CEU AMR 0.012109
NA12873 EUR CEU AFR 0.002556
NA12873 EUR CEU EUR 0.980029
NA12873 EUR CEU SAS 0.005296
NA12874 EUR CEU EAS 0.010724
NA12874 EUR CEU AMR 0.023899
NA12874 EUR CEU AFR 1e-05
NA12874 EUR CEU EUR 0.919826
NA12874 EUR CEU SAS 0.045541
NA12878 EUR CEU EAS 0.00741
NA12878 EUR CEU AMR 1e-05
NA12878 EUR CEU AFR 1e-05
NA12878 EUR CEU EUR 0.953592
NA12878 EUR CEU SAS 0.038978
NA12889 EUR CEU EAS 0.00388
NA12889 EUR CEU AMR 1e-05
NA12889 EUR CEU AFR 0.007225
NA12889 EUR CEU EUR 0.988876
NA12889 EUR CEU SAS 1e-05
NA12890 EUR CEU EAS 1e-05
NA12890 EUR CEU AMR 0.011527
NA12890 EUR CEU AFR 1e-05
NA12890 EUR CEU EUR 0.982327
NA12890 EUR CEU SAS 0.006125
NA18525 EAS CHB EAS 0.99996
NA18525 EAS CHB AMR 1e-05
NA18525 EAS CHB AFR 1e-05
NA18525 EAS CHB EUR 1e-05
NA18525 EAS CHB SAS 1e-05
NA18526 EAS CHB EAS 0.99996
NA18526 EAS CHB AMR 1e-05
NA18526 EAS CHB AFR 1e-05
NA18526 EAS CHB EUR 1e-05
NA18526 EAS CHB SAS 1e-05
NA18528 EAS CHB EAS 0.976206
NA18528 EAS CHB AMR 0.005698
NA18528 EAS CHB AFR 1e-05
NA18528 EAS CHB EUR 0.018075
NA18528 EAS CHB SAS 1e-05
NA18530 EAS CHB EAS 0.987792
NA18530 EAS CHB AMR 0.012178
NA18530 EAS CHB AFR 1e-05
NA18530 EAS CHB EUR 1e-05
NA18530 EAS CHB SAS 1e-05
NA18531 EAS CHB EAS 0.963887
NA18531 EAS CHB AMR 0.025977
NA18531 EAS CHB AFR 1e-05
NA18531 EAS CHB EUR 1e-05
NA18531 EAS CHB SAS 0.010116
NA18532 EAS CHB EAS 0.994205
NA18532 EAS CHB AMR 0.005765
NA18532 EAS CHB AFR 1e-05
NA18532 EAS CHB EUR 1e-05
NA18532 EAS CHB SAS 1e-05
NA18533 EAS CHB EAS 0.988153
NA18533 EAS CHB AMR 0.011811
NA18533 EAS CHB AFR 1.5e-05
NA18533 EAS CHB EUR 1e-05
NA18533 EAS CHB SAS 1e-05
NA18534 EAS CHB EAS 0.98874
NA18534 EAS CHB AMR 0.01123
NA18534 EAS CHB AFR 1e-05
NA18534 EAS CHB EUR 1e-05
NA18534 EAS CHB SAS 1e-05
NA18535 EAS CHB EAS 0.971561
NA18535 EAS CHB AMR 1e-05
NA18535 EAS CHB AFR 1e-05
NA18535 EAS CHB EUR 0.028409
NA18535 EAS CHB SAS 1e-05
NA18536 EAS CHB EAS 0.991277
NA18536 EAS CHB AMR 1e-05
NA18536 EAS CHB AFR 1e-05
NA18536 EAS CHB EUR 0.007243
NA18536 EAS CHB SAS 0.00146
NA18537 EAS CHB EAS 0.969244
NA18537 EAS CHB AMR 0.001494
NA18537 EAS CHB AFR 1e-05
NA18537 EAS CHB EUR 0.011435
NA18537 EAS CHB SAS 0.017818
NA18538 EAS CHB EAS 0.975109
NA18538 EAS CHB AMR 0.021535
NA18538 EAS CHB AFR 1e-05
NA18538 EAS CHB EUR 0.003336
NA18538 EAS CHB SAS 1e-05
NA18539 EAS CHB EAS 0.996469
NA18539 EAS CHB AMR 0.003501
NA18539 EAS CHB AFR 1e-05
NA18539 EAS CHB EUR 1e-05
NA18539 EAS CHB SAS 1e-05
NA18541 EAS CHB EAS 0.973316
NA18541 EAS CHB AMR 0.003865
NA18541 EAS CHB AFR 0.005337
NA18541 EAS CHB EUR 0.017472
NA18541 EAS CHB SAS 1e-05
NA18542 EAS CHB EAS 0.991588
NA18542 EAS CHB AMR 0.000827
NA18542 EAS CHB AFR 0.001263
NA18542 EAS CHB EUR 1e-05
NA18542 EAS CHB SAS 0.006312
NA18543 EAS CHB EAS 0.994638
NA18543 EAS CHB AMR 1e-05
NA18543 EAS CHB AFR 1e-05
NA18543 EAS CHB EUR 1e-05
NA18543 EAS CHB SAS 0.005332
NA18544 EAS CHB EAS 0.944317
NA18544 EAS CHB AMR 0.010138
NA18544 EAS CHB AFR 1e-05
NA18544 EAS CHB EUR 1e-05
NA18544 EAS CHB SAS 0.045525
NA18545 EAS CHB EAS 0.998539
NA18545 EAS CHB AMR 0.001425
NA18545 EAS CHB AFR 1.7e-05
NA18545 EAS CHB EUR 1e-05
NA18545 EAS CHB SAS 1e-05
NA18546 EAS CHB EAS 0.99996
NA18546 EAS CHB AMR 1e-05
NA18546 EAS CHB AFR 1e-05
NA18546 EAS CHB EUR 1e-05
NA18546 EAS CHB SAS 1e-05
NA18547 EAS CHB EAS 0.989071
NA18547 EAS CHB AMR 1e-05
NA18547 EAS CHB AFR 1e-05
NA18547 EAS CHB EUR 0.010899
NA18547 EAS CHB SAS 1e-05
NA18548 EAS CHB EAS 0.982188
NA18548 EAS CHB AMR 0.017782
NA18548 EAS CHB AFR 1e-05
NA18548 EAS CHB EUR 1e-05
NA18548 EAS CHB SAS 1e-05
NA18549 EAS CHB EAS 0.971049
NA18549 EAS CHB AMR 1e-05
NA18549 EAS CHB AFR 1e-05
NA18549 EAS CHB EUR 1e-05
NA18549 EAS CHB SAS 0.028921
NA18550 EAS CHB EAS 0.99996
NA18550 EAS CHB AMR 1e-05
NA18550 EAS CHB AFR 1e-05
NA18550 EAS CHB EUR 1e-05
NA18550 EAS CHB SAS 1e-05
NA18552 EAS CHB EAS 0.99742
NA18552 EAS CHB AMR 0.00255
NA18552 EAS CHB AFR 1e-05
NA18552 EAS CHB EUR 1e-05
NA18552 EAS CHB SAS 1e-05
NA18553 EAS CHB EAS 0.940618
NA18553 EAS CHB AMR 0.017713
NA18553 EAS CHB AFR 1e-05
NA18553 EAS CHB EUR 0.04165
NA18553 EAS CHB SAS 1e-05
NA18555 EAS CHB EAS 0.975235
NA18555 EAS CHB AMR 0.021902
NA18555 EAS CHB AFR 1e-05
NA18555 EAS CHB EUR 1e-05
NA18555 EAS CHB SAS 0.002842
NA18557 EAS CHB EAS 0.975375
NA18557 EAS CHB AMR 0.000386
NA18557 EAS CHB AFR 1e-05
NA18557 EAS CHB EUR 1e-05
NA18557 EAS CHB SAS 0.024219
NA18558 EAS CHB EAS 0.973165
NA18558 EAS CHB AMR 0.020771
NA18558 EAS CHB AFR 1e-05
NA18558 EAS CHB EUR 1e-05
NA18558 EAS CHB SAS 0.006044
NA18559 EAS CHB EAS 0.97248
NA18559 EAS CHB AMR 1e-05
NA18559 EAS CHB AFR 1e-05
NA18559 EAS CHB EUR 1e-05
NA18559 EAS CHB SAS 0.02749
NA18560 EAS CHB EAS 0.986876
NA18560 EAS CHB AMR 0.013094
NA18560 EAS CHB AFR 1e-05
NA18560 EAS CHB EUR 1e-05
NA18560 EAS CHB SAS 1e-05
NA18561 EAS CHB EAS 0.94304
NA18561 EAS CHB AMR 0.025592
NA18561 EAS CHB AFR 1e-05
NA18561 EAS CHB EUR 1e-05
NA18561 EAS CHB SAS 0.031348
NA18562 EAS CHB EAS 0.964226
NA18562 EAS CHB AMR 0.011116
NA18562 EAS CHB AFR 1.7e-05
NA18562 EAS CHB EUR 1e-05
NA18562 EAS CHB SAS 0.024631
NA18563 EAS CHB EAS 0.94545
NA18563 EAS CHB AMR 0.05452
NA18563 EAS CHB AFR 1e-05
NA18563 EAS CHB EUR 1e-05
NA18563 EAS CHB SAS 1e-05
NA18564 EAS CHB EAS 0.98583
NA18564 EAS CHB AMR 0.01414
NA18564 EAS CHB AFR 1e-05
NA18564 EAS CHB EUR 1e-05
NA18564 EAS CHB SAS 1e-05
NA18565 EAS CHB EAS 0.992618
NA18565 EAS CHB AMR 0.007352
NA18565 EAS CHB AFR 1e-05
NA18565 EAS CHB EUR 1e-05
NA18565 EAS CHB SAS 1e-05
NA18566 EAS CHB EAS 0.980075
NA18566 EAS CHB AMR 0.014185
NA18566 EAS CHB AFR 1e-05
NA18566 EAS CHB EUR 1e-05
NA18566 EAS CHB SAS 0.00572
NA18567 EAS CHB EAS 0.981474
NA18567 EAS CHB AMR 0.012322
NA18567 EAS CHB AFR 1e-05
NA18567 EAS CHB EUR 0.006184
NA18567 EAS CHB SAS 1e-05
NA18570 EAS CHB EAS 0.985207
NA18570 EAS CHB AMR 0.014763
NA18570 EAS CHB AFR 1e-05
NA18570 EAS CHB EUR 1e-05
NA18570 EAS CHB SAS 1e-05
NA18571 EAS CHB EAS 0.951448
NA18571 EAS CHB AMR 0.032598
NA18571 EAS CHB AFR 1e-05
NA18571 EAS CHB EUR 0.007831
NA18571 EAS CHB SAS 0.008112
NA18572 EAS CHB EAS 0.987117
NA18572 EAS CHB AMR 0.012853
NA18572 EAS CHB AFR 1e-05
NA18572 EAS CHB EUR 1e-05
NA18572 EAS CHB SAS 1e-05
NA18573 EAS CHB EAS 0.971153
NA18573 EAS CHB AMR 0.028817
NA18573 EAS CHB AFR 1e-05
NA18573 EAS CHB EUR 1e-05
NA18573 EAS CHB SAS 1e-05
NA18574 EAS CHB EAS 0.99996
NA18574 EAS CHB AMR 1e-05
NA18574 EAS CHB AFR 1e-05
NA18574 EAS CHB EUR 1e-05
NA18574 EAS CHB SAS 1e-05
NA18577 EAS CHB EAS 0.979488
NA18577 EAS CHB AMR 0.020476
NA18577 EAS CHB AFR 1.6e-05
NA18577 EAS CHB EUR 1e-05
NA18577 EAS CHB SAS 1e-05
NA18579 EAS CHB EAS 0.981299
NA18579 EAS CHB AMR 0.018671
NA18579 EAS CHB AFR 1e-05
NA18579 EAS CHB EUR 1e-05
NA18579 EAS CHB SAS 1e-05
NA18582 EAS CHB EAS 0.99996
NA18582 EAS CHB AMR 1e-05
NA18582 EAS CHB AFR 1e-05
NA18582 EAS CHB EUR 1e-05
NA18582 EAS CHB SAS 1e-05
NA18591 EAS CHB EAS 0.99996
NA18591 EAS CHB AMR 1e-05
NA18591 EAS CHB AFR 1e-05
NA18591 EAS CHB EUR 1e-05
NA18591 EAS CHB SAS 1e-05
NA18592 EAS CHB EAS 0.972757
NA18592 EAS CHB AMR 0.007339
NA18592 EAS CHB AFR 1.1e-05
NA18592 EAS CHB EUR 1e-05
NA18592 EAS CHB SAS 0.019884
NA18593 EAS CHB EAS 0.991374
NA18593 EAS CHB AMR 0.004121
NA18593 EAS CHB AFR 1e-05
NA18593 EAS CHB EUR 1e-05
NA18593 EAS CHB SAS 0.004484
NA18595 EAS CHB EAS 0.996498
NA18595 EAS CHB AMR 1e-05
NA18595 EAS CHB AFR 1e-05
NA18595 EAS CHB EUR 0.003472
NA18595 EAS CHB SAS 1e-05
NA18596 EAS CHB EAS 0.99996
NA18596 EAS CHB AMR 1e-05
NA18596 EAS CHB AFR 1e-05
NA18596 EAS CHB EUR 1e-05
NA18596 EAS CHB SAS 1e-05
NA18597 EAS CHB EAS 0.963924
NA18597 EAS CHB AMR 0.036046
NA18597 EAS CHB AFR 1e-05
NA18597 EAS CHB EUR 1e-05
NA18597 EAS CHB SAS 1e-05
NA18599 EAS CHB EAS 0.972512
NA18599 EAS CHB AMR 0.027449
NA18599 EAS CHB AFR 1.9e-05
NA18599 EAS CHB EUR 1e-05
NA18599 EAS CHB SAS 1e-05
NA18602 EAS CHB EAS 0.965296
NA18602 EAS CHB AMR 0.034674
NA18602 EAS CHB AFR 1e-05
NA18602 EAS CHB EUR 1e-05
NA18602 EAS CHB SAS 1e-05
NA18603 EAS CHB EAS 0.99996
NA18603 EAS CHB AMR 1e-05
NA18603 EAS CHB AFR 1e-05
NA18603 EAS CHB EUR 1e-05
NA18603 EAS CHB SAS 1e-05
NA18605 EAS CHB EAS 0.996571
NA18605 EAS CHB AMR 0.003399
NA18605 EAS CHB AFR 1e-05
NA18605 EAS CHB EUR 1e-05
NA18605 EAS CHB SAS 1e-05
NA18606 EAS CHB EAS 0.99996
NA18606 EAS CHB AMR 1e-05
NA18606 EAS CHB AFR 1e-05
NA18606 EAS CHB EUR 1e-05
NA18606 EAS CHB SAS 1e-05
NA18608 EAS CHB EAS 0.947022
NA18608 EAS CHB AMR 0.035809
NA18608 EAS CHB AFR 1e-05
NA18608 EAS CHB EUR 1e-05
NA18608 EAS CHB SAS 0.017149
NA18609 EAS CHB EAS 0.932679
NA18609 EAS CHB AMR 0.018398
NA18609 EAS CHB AFR 1e-05
NA18609 EAS CHB EUR 0.038511
NA18609 EAS CHB SAS 0.010402
NA18610 EAS CHB EAS 0.96888
NA18610 EAS CHB AMR 0.01578
NA18610 EAS CHB AFR 1.7e-05
NA18610 EAS CHB EUR 1e-05
NA18610 EAS CHB SAS 0.015312
NA18611 EAS CHB EAS 0.983366
NA18611 EAS CHB AMR 1e-05
NA18611 EAS CHB AFR 1e-05
NA18611 EAS CHB EUR 1e-05
NA18611 EAS CHB SAS 0.016604
NA18612 EAS CHB EAS 0.937671
NA18612 EAS CHB AMR 0.033763
NA18612 EAS CHB AFR 1e-05
NA18612 EAS CHB EUR 1e-05
NA18612 EAS CHB SAS 0.028546
NA18613 EAS CHB EAS 0.973319
NA18613 EAS CHB AMR 0.026651
NA18613 EAS CHB AFR 1e-05
NA18613 EAS CHB EUR 1e-05
NA18613 EAS CHB SAS 1e-05
NA18614 EAS CHB EAS 0.99996
NA18614 EAS CHB AMR 1e-05
NA18614 EAS CHB AFR 1e-05
NA18614 EAS CHB EUR 1e-05
NA18614 EAS CHB SAS 1e-05
NA18615 EAS CHB EAS 0.974522
NA18615 EAS CHB AMR 1e-05
NA18615 EAS CHB AFR 1e-05
NA18615 EAS CHB EUR 1e-05
NA18615 EAS CHB SAS 0.025448
NA18616 EAS CHB EAS 0.984261
NA18616 EAS CHB AMR 0.015703
NA18616 EAS CHB AFR 1.6e-05
NA18616 EAS CHB EUR 1e-05
NA18616 EAS CHB SAS 1e-05
NA18617 EAS CHB EAS 0.99996
NA18617 EAS CHB AMR 1e-05
NA18617 EAS CHB AFR 1e-05
NA18617 EAS CHB EUR 1e-05
NA18617 EAS CHB SAS 1e-05
NA18618 EAS CHB EAS 0.961427
NA18618 EAS CHB AMR 0.032659
NA18618 EAS CHB AFR 1e-05
NA18618 EAS CHB EUR 1e-05
NA18618 EAS CHB SAS 0.005894
NA18619 EAS CHB EAS 0.99996
NA18619 EAS CHB AMR 1e-05
NA18619 EAS CHB AFR 1e-05
NA18619 EAS CHB EUR 1e-05
NA18619 EAS CHB SAS 1e-05
