sample super_pop pop admixture value
HG04225 SAS ITU AMR 0.012338
HG04225 SAS ITU AFR 1e-05
HG04225 SAS ITU EUR 0.110539
HG04225 SAS ITU SAS 0.877104
HG04235 SAS ITU EAS 0.055876
HG04235 SAS ITU AMR 1e-05
HG04235 SAS ITU AFR 1e-05
HG04235 SAS ITU EUR 0.07397
HG04235 SAS ITU SAS 0.870133
HG04238 SAS ITU EAS 1e-05
HG04238 SAS ITU AMR 0.024521
HG04238 SAS ITU AFR 1e-05
HG04238 SAS ITU EUR 0.056671
HG04238 SAS ITU SAS 0.918788
HG04239 SAS ITU EAS 0.002772
HG04239 SAS ITU AMR 1e-05
HG04239 SAS ITU AFR 1e-05
HG04239 SAS ITU EUR 0.052882
HG04239 SAS ITU SAS 0.944326
I1 AthGene AthGene EAS 0.002779
I1 AthGene AthGene AMR 0.008379
I1 AthGene AthGene AFR 1e-05
I1 AthGene AthGene EUR 0.903303
I1 AthGene AthGene SAS 0.085529
I10 AthGene AthGene EAS 0.013303
I10 AthGene AthGene AMR 0.010155
I10 AthGene AthGene AFR 1e-05
I10 AthGene AthGene EUR 0.976522
I10 AthGene AthGene SAS 1e-05
I100 AthGene AthGene EAS 1e-05
I100 AthGene AthGene AMR 1e-05
I100 AthGene AthGene AFR 1e-05
I100 AthGene AthGene EUR 0.909654
I100 AthGene AthGene SAS 0.090316
I101 AthGene AthGene EAS 0.00924
I101 AthGene AthGene AMR 0.00313
I101 AthGene AthGene AFR 1e-05
I101 AthGene AthGene EUR 0.969337
I101 AthGene AthGene SAS 0.018282
I102 AthGene AthGene EAS 0.00337
I102 AthGene AthGene AMR 1e-05
I102 AthGene AthGene AFR 1e-05
I102 AthGene AthGene EUR 0.971806
I102 AthGene AthGene SAS 0.024803
I103 AthGene AthGene EAS 0.00095
I103 AthGene AthGene AMR 0.011208
I103 AthGene AthGene AFR 0.004303
I103 AthGene AthGene EUR 0.933288
I103 AthGene AthGene SAS 0.05025
I104 AthGene AthGene EAS 1e-05
I104 AthGene AthGene AMR 0.007086
I104 AthGene AthGene AFR 1e-05
I104 AthGene AthGene EUR 0.992884
I104 AthGene AthGene SAS 1e-05
I105 AthGene AthGene EAS 1e-05
I105 AthGene AthGene AMR 0.011552
I105 AthGene AthGene AFR 1e-05
I105 AthGene AthGene EUR 0.988418
I105 AthGene AthGene SAS 1e-05
I106 AthGene AthGene EAS 0.009965
I106 AthGene AthGene AMR 0.005682
I106 AthGene AthGene AFR 1e-05
I106 AthGene AthGene EUR 0.947373
I106 AthGene AthGene SAS 0.03697
I107 AthGene AthGene EAS 0.97066
I107 AthGene AthGene AMR 0.02931
I107 AthGene AthGene AFR 1e-05
I107 AthGene AthGene EUR 1e-05
I107 AthGene AthGene SAS 1e-05
I108 AthGene AthGene EAS 0.000569
I108 AthGene AthGene AMR 0.018065
I108 AthGene AthGene AFR 1e-05
I108 AthGene AthGene EUR 0.966883
I108 AthGene AthGene SAS 0.014473
I109 AthGene AthGene EAS 0.007861
I109 AthGene AthGene AMR 1e-05
I109 AthGene AthGene AFR 1e-05
I109 AthGene AthGene EUR 0.969972
I109 AthGene AthGene SAS 0.022148
I11 AthGene AthGene EAS 0.01619
I11 AthGene AthGene AMR 1e-05
I11 AthGene AthGene AFR 1e-05
I11 AthGene AthGene EUR 0.934718
I11 AthGene AthGene SAS 0.049072
I110 AthGene AthGene EAS 1e-05
I110 AthGene AthGene AMR 1e-05
I110 AthGene AthGene AFR 0.99996
I110 AthGene AthGene EUR 1e-05
I110 AthGene AthGene SAS 1e-05
I111 AthGene AthGene EAS 1e-05
I111 AthGene AthGene AMR 0.023792
I111 AthGene AthGene AFR 0.000231
I111 AthGene AthGene EUR 0.975958
I111 AthGene AthGene SAS 1e-05
I112 AthGene AthGene EAS 1e-05
I112 AthGene AthGene AMR 0.0316
I112 AthGene AthGene AFR 1e-05
I112 AthGene AthGene EUR 0.966782
I112 AthGene AthGene SAS 0.001599
I113 AthGene AthGene EAS 0.016327
I113 AthGene AthGene AMR 0.010542
I113 AthGene AthGene AFR 1e-05
I113 AthGene AthGene EUR 0.927657
I113 AthGene AthGene SAS 0.045463
I114 AthGene AthGene EAS 0.009899
I114 AthGene AthGene AMR 0.02006
I114 AthGene AthGene AFR 1e-05
I114 AthGene AthGene EUR 0.94098
I114 AthGene AthGene SAS 0.029051
I115 AthGene AthGene EAS 1e-05
I115 AthGene AthGene AMR 1e-05
I115 AthGene AthGene AFR 1e-05
I115 AthGene AthGene EUR 0.995439
I115 AthGene AthGene SAS 0.004531
I116 AthGene AthGene EAS 0.979941
I116 AthGene AthGene AMR 0.002612
I116 AthGene AthGene AFR 1e-05
I116 AthGene AthGene EUR 0.012615
I116 AthGene AthGene SAS 0.004822
I117 AthGene AthGene EAS 1e-05
I117 AthGene AthGene AMR 0.004413
I117 AthGene AthGene AFR 1e-05
I117 AthGene AthGene EUR 0.995557
I117 AthGene AthGene SAS 1e-05
I118 AthGene AthGene EAS 0.002122
I118 AthGene AthGene AMR 0.02511
I118 AthGene AthGene AFR 1e-05
I118 AthGene AthGene EUR 0.963016
I118 AthGene AthGene SAS 0.009742
I119 AthGene AthGene EAS 1e-05
I119 AthGene AthGene AMR 0.025483
I119 AthGene AthGene AFR 1e-05
I119 AthGene AthGene EUR 0.97161
I119 AthGene AthGene SAS 0.002888
I12 AthGene AthGene EAS 1e-05
I12 AthGene AthGene AMR 0.013768
I12 AthGene AthGene AFR 1e-05
I12 AthGene AthGene EUR 0.986202
I12 AthGene AthGene SAS 1e-05
I120 AthGene AthGene EAS 1e-05
I120 AthGene AthGene AMR 1e-05
I120 AthGene AthGene AFR 1e-05
I120 AthGene AthGene EUR 0.983303
I120 AthGene AthGene SAS 0.016667
I121 AthGene AthGene EAS 1e-05
I121 AthGene AthGene AMR 0.025869
I121 AthGene AthGene AFR 1e-05
I121 AthGene AthGene EUR 0.96407
I121 AthGene AthGene SAS 0.010042
I122 AthGene AthGene EAS 1e-05
I122 AthGene AthGene AMR 0.008999
I122 AthGene AthGene AFR 1e-05
I122 AthGene AthGene EUR 0.988797
I122 AthGene AthGene SAS 0.002184
I123 AthGene AthGene EAS 0.011213
I123 AthGene AthGene AMR 1e-05
I123 AthGene AthGene AFR 0.001072
I123 AthGene AthGene EUR 0.987695
I123 AthGene AthGene SAS 1e-05
I124 AthGene AthGene EAS 1e-05
I124 AthGene AthGene AMR 0.00513
I124 AthGene AthGene AFR 1e-05
I124 AthGene AthGene EUR 0.981068
I124 AthGene AthGene SAS 0.013782
I125 AthGene AthGene EAS 1e-05
I125 AthGene AthGene AMR 0.00972
I125 AthGene AthGene AFR 0.001411
I125 AthGene AthGene EUR 0.94846
I125 AthGene AthGene SAS 0.040399
I126 AthGene AthGene EAS 1e-05
I126 AthGene AthGene AMR 0.007577
I126 AthGene AthGene AFR 1e-05
I126 AthGene AthGene EUR 0.940602
I126 AthGene AthGene SAS 0.051801
I127 AthGene AthGene EAS 1e-05
I127 AthGene AthGene AMR 0.015198
I127 AthGene AthGene AFR 1e-05
I127 AthGene AthGene EUR 0.984772
I127 AthGene AthGene SAS 1e-05
I128 AthGene AthGene EAS 0.018459
I128 AthGene AthGene AMR 1e-05
I128 AthGene AthGene AFR 0.004381
I128 AthGene AthGene EUR 0.97714
I128 AthGene AthGene SAS 1e-05
I129 AthGene AthGene EAS 0.007146
I129 AthGene AthGene AMR 1e-05
I129 AthGene AthGene AFR 1e-05
I129 AthGene AthGene EUR 0.992824
I129 AthGene AthGene SAS 1e-05
I13 AthGene AthGene EAS 1e-05
I13 AthGene AthGene AMR 1e-05
I13 AthGene AthGene AFR 1e-05
I13 AthGene AthGene EUR 0.903492
I13 AthGene AthGene SAS 0.096478
I130 AthGene AthGene EAS 0.008463
I130 AthGene AthGene AMR 1e-05
I130 AthGene AthGene AFR 1e-05
I130 AthGene AthGene EUR 0.991507
I130 AthGene AthGene SAS 1e-05
I131 AthGene AthGene EAS 0.008154
I131 AthGene AthGene AMR 0.011736
I131 AthGene AthGene AFR 1e-05
I131 AthGene AthGene EUR 0.960595
I131 AthGene AthGene SAS 0.019506
I132 AthGene AthGene EAS 0.009907
I132 AthGene AthGene AMR 0.011127
I132 AthGene AthGene AFR 1e-05
I132 AthGene AthGene EUR 0.978946
I132 AthGene AthGene SAS 1e-05
I133 AthGene AthGene EAS 1e-05
I133 AthGene AthGene AMR 0.004386
I133 AthGene AthGene AFR 0.013008
I133 AthGene AthGene EUR 0.898173
I133 AthGene AthGene SAS 0.084422
I134 AthGene AthGene EAS 0.00516
I134 AthGene AthGene AMR 1e-05
I134 AthGene AthGene AFR 1e-05
I134 AthGene AthGene EUR 0.96764
I134 AthGene AthGene SAS 0.02718
I135 AthGene AthGene EAS 1e-05
I135 AthGene AthGene AMR 1e-05
I135 AthGene AthGene AFR 0.99996
I135 AthGene AthGene EUR 1e-05
I135 AthGene AthGene SAS 1e-05
I136 AthGene AthGene EAS 1e-05
I136 AthGene AthGene AMR 0.006286
I136 AthGene AthGene AFR 1e-05
I136 AthGene AthGene EUR 0.96651
I136 AthGene AthGene SAS 0.027183
I137 AthGene AthGene EAS 1e-05
I137 AthGene AthGene AMR 0.000826
I137 AthGene AthGene AFR 0.003627
I137 AthGene AthGene EUR 0.978366
I137 AthGene AthGene SAS 0.01717
I138 AthGene AthGene EAS 0.006176
I138 AthGene AthGene AMR 0.008673
I138 AthGene AthGene AFR 0.007408
I138 AthGene AthGene EUR 0.941857
I138 AthGene AthGene SAS 0.035887
I139 AthGene AthGene EAS 1e-05
I139 AthGene AthGene AMR 0.009736
I139 AthGene AthGene AFR 1e-05
I139 AthGene AthGene EUR 0.931474
I139 AthGene AthGene SAS 0.05877
I14 AthGene AthGene EAS 1e-05
I14 AthGene AthGene AMR 1e-05
I14 AthGene AthGene AFR 1e-05
I14 AthGene AthGene EUR 0.995191
I14 AthGene AthGene SAS 0.004779
I140 AthGene AthGene EAS 0.013025
I140 AthGene AthGene AMR 1e-05
I140 AthGene AthGene AFR 1e-05
I140 AthGene AthGene EUR 0.981512
I140 AthGene AthGene SAS 0.005442
I141 AthGene AthGene EAS 1e-05
I141 AthGene AthGene AMR 1e-05
I141 AthGene AthGene AFR 1e-05
I141 AthGene AthGene EUR 0.979673
I141 AthGene AthGene SAS 0.020297
I142 AthGene AthGene EAS 1e-05
I142 AthGene AthGene AMR 0.016657
I142 AthGene AthGene AFR 1e-05
I142 AthGene AthGene EUR 0.928373
I142 AthGene AthGene SAS 0.05495
I143 AthGene AthGene EAS 0.968309
I143 AthGene AthGene AMR 1e-05
I143 AthGene AthGene AFR 1e-05
I143 AthGene AthGene EUR 1e-05
I143 AthGene AthGene SAS 0.031661
I144 AthGene AthGene EAS 0.013393
I144 AthGene AthGene AMR 0.003387
I144 AthGene AthGene AFR 0.002331
I144 AthGene AthGene EUR 0.963821
I144 AthGene AthGene SAS 0.017068
I145 AthGene AthGene EAS 0.011472
I145 AthGene AthGene AMR 1e-05
I145 AthGene AthGene AFR 1e-05
I145 AthGene AthGene EUR 0.988498
I145 AthGene AthGene SAS 1e-05
I146 AthGene AthGene EAS 1e-05
I146 AthGene AthGene AMR 0.025965
I146 AthGene AthGene AFR 0.052257
I146 AthGene AthGene EUR 0.847536
I146 AthGene AthGene SAS 0.074232
I147 AthGene AthGene EAS 1e-05
I147 AthGene AthGene AMR 0.000145
I147 AthGene AthGene AFR 1e-05
I147 AthGene AthGene EUR 0.999825
I147 AthGene AthGene SAS 1e-05
I148 AthGene AthGene EAS 1e-05
I148 AthGene AthGene AMR 1e-05
I148 AthGene AthGene AFR 0.007377
I148 AthGene AthGene EUR 0.992593
I148 AthGene AthGene SAS 1e-05
I149 AthGene AthGene EAS 0.003837
I149 AthGene AthGene AMR 0.012773
I149 AthGene AthGene AFR 1e-05
I149 AthGene AthGene EUR 0.98337
I149 AthGene AthGene SAS 1e-05
I15 AthGene AthGene EAS 0.02845
I15 AthGene AthGene AMR 0.116208
I15 AthGene AthGene AFR 1e-05
I15 AthGene AthGene EUR 0.760895
I15 AthGene AthGene SAS 0.094436
I150 AthGene AthGene EAS 0.021656
I150 AthGene AthGene AMR 0.016021
I150 AthGene AthGene AFR 1e-05
I150 AthGene AthGene EUR 0.915973
I150 AthGene AthGene SAS 0.046341
I151 AthGene AthGene EAS 1e-05
I151 AthGene AthGene AMR 0.009648
I151 AthGene AthGene AFR 1e-05
I151 AthGene AthGene EUR 0.990322
I151 AthGene AthGene SAS 1e-05
I152 AthGene AthGene EAS 1e-05
I152 AthGene AthGene AMR 1e-05
I152 AthGene AthGene AFR 1e-05
I152 AthGene AthGene EUR 0.924294
I152 AthGene AthGene SAS 0.075676
I153 AthGene AthGene EAS 0.013017
I153 AthGene AthGene AMR 0.001896
I153 AthGene AthGene AFR 1e-05
I153 AthGene AthGene EUR 0.931536
I153 AthGene AthGene SAS 0.053541
I154 AthGene AthGene EAS 1e-05
I154 AthGene AthGene AMR 0.027407
I154 AthGene AthGene AFR 1e-05
I154 AthGene AthGene EUR 0.951164
I154 AthGene AthGene SAS 0.021409
I155 AthGene AthGene EAS 0.010759
I155 AthGene AthGene AMR 0.000328
I155 AthGene AthGene AFR 0.001641
I155 AthGene AthGene EUR 0.968833
I155 AthGene AthGene SAS 0.018438
I156 AthGene AthGene EAS 1e-05
I156 AthGene AthGene AMR 1e-05
I156 AthGene AthGene AFR 0.000218
I156 AthGene AthGene EUR 0.999752
I156 AthGene AthGene SAS 1e-05
I157 AthGene AthGene EAS 1e-05
I157 AthGene AthGene AMR 0.025778
I157 AthGene AthGene AFR 1e-05
I157 AthGene AthGene EUR 0.967292
I157 AthGene AthGene SAS 0.006911
I158 AthGene AthGene EAS 0.047585
I158 AthGene AthGene AMR 1e-05
I158 AthGene AthGene AFR 0.001397
I158 AthGene AthGene EUR 0.883438
I158 AthGene AthGene SAS 0.06757
I159 AthGene AthGene EAS 0.01085
I159 AthGene AthGene AMR 0.025385
I159 AthGene AthGene AFR 1e-05
I159 AthGene AthGene EUR 0.963745
I159 AthGene AthGene SAS 1e-05
I16 AthGene AthGene EAS 0.005786
I16 AthGene AthGene AMR 0.008662
I16 AthGene AthGene AFR 1e-05
I16 AthGene AthGene EUR 0.980605
I16 AthGene AthGene SAS 0.004937
I160 AthGene AthGene EAS 0.003713
I160 AthGene AthGene AMR 1e-05
I160 AthGene AthGene AFR 1e-05
I160 AthGene AthGene EUR 0.929531
I160 AthGene AthGene SAS 0.066735
I161 AthGene AthGene EAS 1e-05
I161 AthGene AthGene AMR 0.019246
I161 AthGene AthGene AFR 1e-05
I161 AthGene AthGene EUR 0.980724
I161 AthGene AthGene SAS 1e-05
I162 AthGene AthGene EAS 1e-05
I162 AthGene AthGene AMR 0.024058
I162 AthGene AthGene AFR 0.002143
I162 AthGene AthGene EUR 0.820288
I162 AthGene AthGene SAS 0.153501
I163 AthGene AthGene EAS 1e-05
I163 AthGene AthGene AMR 0.021432
I163 AthGene AthGene AFR 1e-05
I163 AthGene AthGene EUR 0.905653
I163 AthGene AthGene SAS 0.072895
I164 AthGene AthGene EAS 1e-05
I164 AthGene AthGene AMR 1e-05
I164 AthGene AthGene AFR 1e-05
I164 AthGene AthGene EUR 0.901031
I164 AthGene AthGene SAS 0.098939
I165 AthGene AthGene EAS 1e-05
I165 AthGene AthGene AMR 0.022091
I165 AthGene AthGene AFR 1e-05
I165 AthGene AthGene EUR 0.947494
I165 AthGene AthGene SAS 0.030394
I166 AthGene AthGene EAS 0.009623
I166 AthGene AthGene AMR 1e-05
I166 AthGene AthGene AFR 1e-05
I166 AthGene AthGene EUR 0.990347
I166 AthGene AthGene SAS 1e-05
I167 AthGene AthGene EAS 0.006709
I167 AthGene AthGene AMR 1e-05
I167 AthGene AthGene AFR 1e-05
I167 AthGene AthGene EUR 0.96523
I167 AthGene AthGene SAS 0.028041
I168 AthGene AthGene EAS 0.005048
I168 AthGene AthGene AMR 1e-05
I168 AthGene AthGene AFR 1e-05
I168 AthGene AthGene EUR 0.94508
I168 AthGene AthGene SAS 0.049852
I169 AthGene AthGene EAS 0.00791
I169 AthGene AthGene AMR 1e-05
I169 AthGene AthGene AFR 0.005169
I169 AthGene AthGene EUR 0.986901
I169 AthGene AthGene SAS 1e-05
I17 AthGene AthGene EAS 0.018678
I17 AthGene AthGene AMR 0.018518
I17 AthGene AthGene AFR 0.002603
I17 AthGene AthGene EUR 0.93304
I17 AthGene AthGene SAS 0.027162
I170 AthGene AthGene EAS 1e-05
I170 AthGene AthGene AMR 0.009709
I170 AthGene AthGene AFR 1e-05
I170 AthGene AthGene EUR 0.982915
I170 AthGene AthGene SAS 0.007356
I171 AthGene AthGene EAS 0.838886
I171 AthGene AthGene AMR 0.009451
I171 AthGene AthGene AFR 1e-05
I171 AthGene AthGene EUR 1e-05
I171 AthGene AthGene SAS 0.151644
I172 AthGene AthGene EAS 0.004906
I172 AthGene AthGene AMR 1e-05
I172 AthGene AthGene AFR 1e-05
I172 AthGene AthGene EUR 0.959314
I172 AthGene AthGene SAS 0.03576
I173 AthGene AthGene EAS 1e-05
I173 AthGene AthGene AMR 0.009771
I173 AthGene AthGene AFR 1e-05
I173 AthGene AthGene EUR 0.918372
I173 AthGene AthGene SAS 0.071837
I174 AthGene AthGene EAS 1e-05
I174 AthGene AthGene AMR 0.015767
I174 AthGene AthGene AFR 0.006657
I174 AthGene AthGene EUR 0.927808
I174 AthGene AthGene SAS 0.049757
I175 AthGene AthGene EAS 1e-05
I175 AthGene AthGene AMR 0.015368
I175 AthGene AthGene AFR 0.003047
I175 AthGene AthGene EUR 0.98119
I175 AthGene AthGene SAS 0.000385
I176 AthGene AthGene EAS 0.047542
I176 AthGene AthGene AMR 1e-05
I176 AthGene AthGene AFR 1e-05
I176 AthGene AthGene EUR 0.930764
I176 AthGene AthGene SAS 0.021675
I177 AthGene AthGene EAS 1e-05
I177 AthGene AthGene AMR 0.035729
I177 AthGene AthGene AFR 1e-05
I177 AthGene AthGene EUR 0.964241
I177 AthGene AthGene SAS 1e-05
I178 AthGene AthGene EAS 1e-05
I178 AthGene AthGene AMR 0.025778
I178 AthGene AthGene AFR 1e-05
I178 AthGene AthGene EUR 0.925108
I178 AthGene AthGene SAS 0.049094
I179 AthGene AthGene EAS 0.028542
I179 AthGene AthGene AMR 1e-05
I179 AthGene AthGene AFR 1e-05
I179 AthGene AthGene EUR 0.967504
I179 AthGene AthGene SAS 0.003934
I18 AthGene AthGene EAS 1e-05
I18 AthGene AthGene AMR 1e-05
I18 AthGene AthGene AFR 0.001186
I18 AthGene AthGene EUR 0.933141
I18 AthGene AthGene SAS 0.065652
I180 AthGene AthGene EAS 0.010786
I180 AthGene AthGene AMR 1e-05
I180 AthGene AthGene AFR 0.00383
I180 AthGene AthGene EUR 0.934797
I180 AthGene AthGene SAS 0.050577
I181 AthGene AthGene EAS 1e-05
I181 AthGene AthGene AMR 1e-05
I181 AthGene AthGene AFR 1e-05
I181 AthGene AthGene EUR 0.885708
I181 AthGene AthGene SAS 0.114262
I182 AthGene AthGene EAS 0.031956
I182 AthGene AthGene AMR 1e-05
I182 AthGene AthGene AFR 1e-05
I182 AthGene AthGene EUR 0.96081
I182 AthGene AthGene SAS 0.007214
I183 AthGene AthGene EAS 0.047457
I183 AthGene AthGene AMR 1e-05
I183 AthGene AthGene AFR 1e-05
I183 AthGene AthGene EUR 0.952513
I183 AthGene AthGene SAS 1e-05
I184 AthGene AthGene EAS 1e-05
I184 AthGene AthGene AMR 0.023303
I184 AthGene AthGene AFR 1e-05
I184 AthGene AthGene EUR 0.976667
I184 AthGene AthGene SAS 1e-05
I185 AthGene AthGene EAS 0.070146
I185 AthGene AthGene AMR 1e-05
I185 AthGene AthGene AFR 1e-05
I185 AthGene AthGene EUR 0.833191
I185 AthGene AthGene SAS 0.096643
I186 AthGene AthGene EAS 0.003116
I186 AthGene AthGene AMR 0.011355
I186 AthGene AthGene AFR 0.007356
I186 AthGene AthGene EUR 0.978163
I186 AthGene AthGene SAS 1e-05
I187 AthGene AthGene EAS 0.020285
I187 AthGene AthGene AMR 0.004608
I187 AthGene AthGene AFR 1e-05
I187 AthGene AthGene EUR 0.933743
I187 AthGene AthGene SAS 0.041354
I188 AthGene AthGene EAS 0.000782
I188 AthGene AthGene AMR 0.026294
I188 AthGene AthGene AFR 0.000502
I188 AthGene AthGene EUR 0.971125
I188 AthGene AthGene SAS 0.001298
I189 AthGene AthGene EAS 1e-05
I189 AthGene AthGene AMR 1e-05
I189 AthGene AthGene AFR 1e-05
I189 AthGene AthGene EUR 0.991055
I189 AthGene AthGene SAS 0.008915
I19 AthGene AthGene EAS 0.015062
I19 AthGene AthGene AMR 1e-05
I19 AthGene AthGene AFR 0.002744
I19 AthGene AthGene EUR 0.971937
I19 AthGene AthGene SAS 0.010247
I190 AthGene AthGene EAS 1e-05
I190 AthGene AthGene AMR 0.027308
I190 AthGene AthGene AFR 1e-05
I190 AthGene AthGene EUR 0.947986
I190 AthGene AthGene SAS 0.024686
I191 AthGene AthGene EAS 0.002293
I191 AthGene AthGene AMR 0.004667
I191 AthGene AthGene AFR 1e-05
I191 AthGene AthGene EUR 0.911693
I191 AthGene AthGene SAS 0.081337
I192 AthGene AthGene EAS 0.005537
I192 AthGene AthGene AMR 0.004433
I192 AthGene AthGene AFR 0.002094
I192 AthGene AthGene EUR 0.877375
I192 AthGene AthGene SAS 0.11056
I193 AthGene AthGene EAS 1e-05
I193 AthGene AthGene AMR 0.00451
I193 AthGene AthGene AFR 0.00875
I193 AthGene AthGene EUR 0.902313
I193 AthGene AthGene SAS 0.084417
I194 AthGene AthGene EAS 1e-05
I194 AthGene AthGene AMR 0.01972
I194 AthGene AthGene AFR 1e-05
I194 AthGene AthGene EUR 0.954412
I194 AthGene AthGene SAS 0.025848
I195 AthGene AthGene EAS 0.001769
I195 AthGene AthGene AMR 1e-05
I195 AthGene AthGene AFR 1e-05
I195 AthGene AthGene EUR 0.967366
I195 AthGene AthGene SAS 0.030845
I196 AthGene AthGene EAS 0.000276
I196 AthGene AthGene AMR 0.009861
I196 AthGene AthGene AFR 0.001435
I196 AthGene AthGene EUR 0.988417
I196 AthGene AthGene SAS 1e-05
I197 AthGene AthGene EAS 0.002196
I197 AthGene AthGene AMR 0.005689
I197 AthGene AthGene AFR 1e-05
I197 AthGene AthGene EUR 0.992095
I197 AthGene AthGene SAS 1e-05
I198 AthGene AthGene EAS 0.006408
I198 AthGene AthGene AMR 1e-05
I198 AthGene AthGene AFR 1e-05
I198 AthGene AthGene EUR 0.926249
I198 AthGene AthGene SAS 0.067323
I199 AthGene AthGene EAS 1e-05
I199 AthGene AthGene AMR 1e-05
I199 AthGene AthGene AFR 0.119047
I199 AthGene AthGene EUR 0.682921
I199 AthGene AthGene SAS 0.198012
I2 AthGene AthGene EAS 0.008545
I2 AthGene AthGene AMR 1e-05
I2 AthGene AthGene AFR 1e-05
I2 AthGene AthGene EUR 0.957759
I2 AthGene AthGene SAS 0.033676
I20 AthGene AthGene EAS 1e-05
I20 AthGene AthGene AMR 0.015821
I20 AthGene AthGene AFR 1e-05
I20 AthGene AthGene EUR 0.915026
I20 AthGene AthGene SAS 0.069133
I200 AthGene AthGene EAS 0.011589
I200 AthGene AthGene AMR 1e-05
I200 AthGene AthGene AFR 0.197451
I200 AthGene AthGene EUR 0.730717
I200 AthGene AthGene SAS 0.060233
I201 AthGene AthGene EAS 0.01564
I201 AthGene AthGene AMR 1e-05
I201 AthGene AthGene AFR 1e-05
I201 AthGene AthGene EUR 0.982792
I201 AthGene AthGene SAS 0.001548
I202 AthGene AthGene EAS 1e-05
I202 AthGene AthGene AMR 1e-05
I202 AthGene AthGene AFR 1e-05
I202 AthGene AthGene EUR 0.911533
I202 AthGene AthGene SAS 0.088437
I203 AthGene AthGene EAS 1e-05
I203 AthGene AthGene AMR 0.005544
I203 AthGene AthGene AFR 1e-05
I203 AthGene AthGene EUR 0.994426
I203 AthGene AthGene SAS 1e-05
I204 AthGene AthGene EAS 0.02305
I204 AthGene AthGene AMR 0.008663
I204 AthGene AthGene AFR 1e-05
I204 AthGene AthGene EUR 0.958056
I204 AthGene AthGene SAS 0.010222
I205 AthGene AthGene EAS 0.009111
I205 AthGene AthGene AMR 1e-05
I205 AthGene AthGene AFR 1e-05
I205 AthGene AthGene EUR 0.990859
I205 AthGene AthGene SAS 1e-05
I206 AthGene AthGene EAS 1e-05
I206 AthGene AthGene AMR 0.00874
I206 AthGene AthGene AFR 1e-05
I206 AthGene AthGene EUR 0.943079
I206 AthGene AthGene SAS 0.048161
I207 AthGene AthGene EAS 0.000659
I207 AthGene AthGene AMR 0.006593
I207 AthGene AthGene AFR 1e-05
I207 AthGene AthGene EUR 0.992728
I207 AthGene AthGene SAS 1e-05
I208 AthGene AthGene EAS 0.019041
I208 AthGene AthGene AMR 0.002178
I208 AthGene AthGene AFR 1e-05
I208 AthGene AthGene EUR 0.973692
I208 AthGene AthGene SAS 0.00508
I209 AthGene AthGene EAS 1e-05
I209 AthGene AthGene AMR 8e-05
I209 AthGene AthGene AFR 1e-05
I209 AthGene AthGene EUR 0.960507
I209 AthGene AthGene SAS 0.039393
I21 AthGene AthGene EAS 0.006762
I21 AthGene AthGene AMR 0.016712
I21 AthGene AthGene AFR 1e-05
I21 AthGene AthGene EUR 0.924082
I21 AthGene AthGene SAS 0.052434
I210 AthGene AthGene EAS 0.018717
I210 AthGene AthGene AMR 0.037449
I210 AthGene AthGene AFR 0.00251
I210 AthGene AthGene EUR 0.882197
I210 AthGene AthGene SAS 0.059126
I211 AthGene AthGene EAS 1e-05
I211 AthGene AthGene AMR 1e-05
I211 AthGene AthGene AFR 1e-05
I211 AthGene AthGene EUR 0.956355
I211 AthGene AthGene SAS 0.043615
I212 AthGene AthGene EAS 0.396447
I212 AthGene AthGene AMR 0.010847
I212 AthGene AthGene AFR 0.0015
I212 AthGene AthGene EUR 0.483219
I212 AthGene AthGene SAS 0.107987
I213 AthGene AthGene EAS 1e-05
I213 AthGene AthGene AMR 0.042817
I213 AthGene AthGene AFR 1e-05
I213 AthGene AthGene EUR 0.897738
I213 AthGene AthGene SAS 0.059424
I214 AthGene AthGene EAS 0.015218
I214 AthGene AthGene AMR 1e-05
I214 AthGene AthGene AFR 1e-05
I214 AthGene AthGene EUR 0.969886
I214 AthGene AthGene SAS 0.014876
I215 AthGene AthGene EAS 0.053396
I215 AthGene AthGene AMR 0.001782
I215 AthGene AthGene AFR 1e-05
I215 AthGene AthGene EUR 0.010842
I215 AthGene AthGene SAS 0.93397
I216 AthGene AthGene EAS 1e-05
I216 AthGene AthGene AMR 0.01421
I216 AthGene AthGene AFR 0.007399
I216 AthGene AthGene EUR 0.941889
I216 AthGene AthGene SAS 0.036492
I217 AthGene AthGene EAS 1e-05
I217 AthGene AthGene AMR 0.018466
I217 AthGene AthGene AFR 0.015028
I217 AthGene AthGene EUR 0.845078
I217 AthGene AthGene SAS 0.121418
I218 AthGene AthGene EAS 0.012157
I218 AthGene AthGene AMR 0.028192
I218 AthGene AthGene AFR 1e-05
I218 AthGene AthGene EUR 0.952003
I218 AthGene AthGene SAS 0.007638
I219 AthGene AthGene EAS 1e-05
I219 AthGene AthGene AMR 0.013727
I219 AthGene AthGene AFR 1e-05
I219 AthGene AthGene EUR 0.975061
I219 AthGene AthGene SAS 0.011192
I22 AthGene AthGene EAS 0.001486
I22 AthGene AthGene AMR 0.001269
I22 AthGene AthGene AFR 1e-05
I22 AthGene AthGene EUR 0.956926
I22 AthGene AthGene SAS 0.040309
I220 AthGene AthGene EAS 1e-05
I220 AthGene AthGene AMR 0.019067
I220 AthGene AthGene AFR 1e-05
I220 AthGene AthGene EUR 0.980903
I220 AthGene AthGene SAS 1e-05
